Titre,Localisation,Surface_m2,Prix_FCFA,Image
Duplex à vendre aux almadies,"Almadies, Dakar",300.0,215000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f6d6ade1444d4cbad375381ce3585957/-/horizon-files-prod/ed/picture/q78j7xjz/ef2a58b4b93de0348c8595b6cca29dc94a846f2a.jpg
Appartement f4 haut standing à vendre – route des almadies,"Almadies, Dakar",153.0,214200000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c5186b46612e47ee279d7742499851eb/-/horizon-files-prod/ed/picture/qngprdmr/5509e9e0042363a428341d1cc9da19ebe0f214d8.jpg
Appartements de luxe sur saly,"Saly, Thiès",90.0,63000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5d9b62ffab3743683243907448775eef/-/horizon-files-prod/ed/picture/q448q9pz/02cddf5f5555cb7e786bcf7659b79b95017cd7bd.jpg
Appartement de type f4 237 m2 point e,"Point-E, Dakar",237.0,248850000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c37fc6a9cef72cdaf29c86d90a37598d/-/horizon-files-prod/ed/picture/q8v5e88p/f38ab32079608e28c2b7aa50a17b2252a2b4dfc3.jpg
Appartement 222 m2 f4 vdn,"Vdn, Dakar",222.0,148740000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/69633f346fd4894d6de76b140ae282d9/-/horizon-files-prod/ed/picture/qm5gk44d/760a3b0a9855ca25f376dc06d847cd0e8cf5f3f9.jpg
F5 à vendre fann residence,"Fann, Dakar",200.0,240000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/59544dac300b2c8855078dd0ec676123/-/horizon-files-prod/ed/picture/qngpkznx/7213dedbb9717a1a13f820c65c00ebee92a3b7b5.jpg
A vendre penthouse f5- 384 m2 fann,"Fann, Dakar",384.0,460800000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/34deaa2b4145c9c716008253ee098bdb/-/horizon-files-prod/ed/picture/q44n2mqr/fda2b28ddc16968a8d8ceb62218e10e2a4c555bd.jpg
Appartement f4 neuf à fann-mermoz,"Fann, Dakar",206.0,250000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9c8777cce97b35b5e684121c03d2c03d/-/horizon-files-prod/ed/picture/q0gkggr8/937cf4bd329c9bd22519ad38138fdc1c9c9aa721.jpg
F4 & f3 à vendre au point e neufs,"Point-E, Dakar",170.0,193990000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7c63136067e2c759535dfac016b4b65c/-/horizon-files-prod/ed/picture/qm50rp4d/9e9f8d5a859110021b7a9efd968a14aa3ae461cb.jpg
Appartements de luxe à vendre,"Almadies, Dakar",52.0,52000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4ad4c8c45cb9cd516dfcf6681c45371c/-/horizon-files-prod/ed/picture/qrzrqzg2/8d35afea6c9c09f9a6dac9cb8dfaffae33b56b50.jpg
Appartement à vendre en vefa,"Sacré-Cœur, Dakar",118.0,70000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3f83ec0d7ed575d5e9c3b0172c19d5ac/-/horizon-files-prod/ed/picture/qv4wzz9w/45ffbcb43bfdca3d2557f1c2234ed85de2b0abd8.jpg
Bel appartement à vendre route du king fahd palace,"Almadies, Dakar",200.0,290000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ecb1c62bcec6d8ec4b8339577426298a/-/horizon-files-prod/ed/picture/qgqwv2e9/0c0e9b3bb3bfbbb8a153276d253bf2a91d9422ce.jpg
Appartement à vendre route du king fahd palace,"Almadies, Dakar",,135000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/16e0a1d8619645a5ae52bfb5dfedbea7/-/horizon-files-prod/ed/picture/qj4qe0z4/b6653444f6df86c8adcb7ab56801bed0f607fe14.jpg
Plus beaux f2 du point e (vefa),"Point-E, Dakar",64.0,66000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/cc7fe388f7fbfbec268f2306d7bf5a5f/-/horizon-files-prod/ed/picture/qq420mpv/bf8caf544c685f12046374a27568e564a106c217.jpg
Appartement f5 à vendre -haut standing,"Almadies, Dakar",340.0,,https://i.roamcdn.net/hz/ed/listing-thumb-224w/afd6112728da1966b81fc4db02863794/-/horizon-files-prod/ed/picture/qrzrqzq9/c5e5f2201c2fa72533019a8671ed0ddbaf4b934c.jpg
Appart f5 haut standing vue sur mer au virage,"Virage, Dakar",250.0,225000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b6de7ac08bce3e6563d97ea0b274d8e3/-/horizon-files-prod/ed/picture/q9mjrw55/3f8a31522c3b5ca2858e533ec2cd3f2af9c1616b.jpg
F4 neuf à vendre cité africa ouakam corniche,"Ouakam, Dakar",270.0,256500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/463ff75746f46ace8d1e0dd6f2d3b944/-/horizon-files-prod/ed/picture/qv4d4nzp/206e7381fc26fed52a412ff526a13f807a433ea4.jpg
F5 haut standing à vendre à la cité africa ouakam corniche,"Ouakam, Dakar",350.0,332500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4ff609925e3f428bd3cc5bb18a6a7a23/-/horizon-files-prod/ed/picture/qj464vxg/548a2872cb6d74039394c1f8d6c15154120a74ab.jpg
Studio a vendre,"Cité Keur Gorgui, Dakar",69.0,50000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4e48c5ce707446999922e754ec60629c/-/horizon-files-prod/ed/picture/qwered85/709177ca610f592bbdc0890f09dfea2c9725bf4a.jpg
Ref_ 9051_sey appartement à vendre aux almadies,"Almadies, Dakar",659.0,70000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/bba3e250ca386d79c984ff7739bde018/-/horizon-files-prod/ed/picture/qj46mjxr/febdc2d92528adf0d59fe3161def4df93c73007d.jpg
Appartement neuf f4 liberté extension,"Liberte 6 Extension, Dakar",185.0,140000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0a9860961f71a8f4cf717b7f446bf193/-/horizon-files-prod/ed/picture/q44n7p5r/25724bde3ab3e6e7d4ba556932c6038a57286e20.jpg
Deux chambres à vendre à ouest foire,"Ouest Foire, Dakar",100.0,40000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e7a58546dff60a789412e6bffd6325d9/-/horizon-files-prod/ed/picture/qpdgdvkm/269ccb13e0c5f728f9719f58de1e3d36365b06d1.jpg
Appartements à vendre à saly,"Saly Portudal, Thiès",,57000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0671de9353ebd22fa9f8b467b08155b2/-/horizon-files-prod/ed/picture/qwepdqg6/ffb17aad1c0812f216cb53f743223fdd5997f6df.jpg
Vente appartement neufs ouest foire,"Ouest Foire, Dakar",158.0,55000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e9ed7a7e39ce793d4f1c514b2de2bb4d/-/horizon-files-prod/ed/picture/qde74r0g/70bfc86eeba4c595a014c1e698338a38fb65080a.jpg
A vendre app fann residence f4 177 m2,"Fann, Dakar",177.0,212400000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0f030064cfd9ebf9207a5e4bec68c5cc/-/horizon-files-prod/ed/picture/q0g7xz0g/8a20d9ab87a030fabe537eb83ad4c1b75ff29927.jpg
Appat grand standing f3 a vendre,"Vdn, Dakar",177.0,118590000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f52d9e7d6c12ba483ac00f101647d616/-/horizon-files-prod/ed/picture/q44n2mmr/3c041ff10f720b7dcb7ec609d16a878d3f9ed394.jpg
Appartements hauts standing f4,"Vdn, Dakar",144.0,96480000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2a5c847aad211a55bff2b11c014d538d/-/horizon-files-prod/ed/picture/qwep988p/ef46db401d16c61603d6e427a841659c00ea388a.jpg
Splendide appartement f3 à vendre,"Plateau, Dakar",223.0,,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3a53cab38a3c8ad02bf0f2bb37fd7aad/-/horizon-files-prod/ed/picture/q2jkj7mj/f9d8419ab9289665f27766b4dcc25237ec5fa4f9.png
Studio à vendre,"Point-E, Dakar",43.0,78000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f9101b1e0b6e4af2d83c812bbeca0cd1/-/horizon-files-prod/ed/picture/q0g7qkq6/c34ebb88b9aadefec89ae7755173373016d5baa8.jpg
Appartements f4 / f3 a vendre sur avenue blaise diagne,"Plateau, Dakar",170.0,245000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9e41e5f3b84e34ec567ad37420e2bf23/-/horizon-files-prod/ed/picture/q56p65vn/70bcc281a3032832b508c78732fa3114e0809750.jpg
F4 appartement à vendre,"Mermoz, Dakar",170.0,170000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7ca4b9da5c55e74faa2cbee7cf7c57e9/-/horizon-files-prod/ed/picture/q9mjp0g6/624972c5e2cbf79dcffe5ed1d6e4dff12e5b779f.jpg
Bel appartement f4 a vendre a ngor extension,"Almadies, Dakar",150.0,150000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9a51a8566461218725b1cba3bc156a45/-/horizon-files-prod/ed/picture/q8vmvgn7/a270549be99a0de2d74deebfef3752cc1e1d981d.jpg
Appartements 75m2 à vendre à la cité mixta,"Cite Mixta, Dakar",75.0,45000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/83295b3555c96e91306639144fa3c5ba/-/horizon-files-prod/ed/picture/q56p6d8x/2aaba49b1c322e39f5f995092954b232f0f48a9f.png
Appartement a vendre,"Fenêtre Mermoz, Dakar",168.0,225000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/10ae0eb193456b12674b5b235a59473d/-/horizon-files-prod/ed/picture/q9mkm56p/e2e4adee32df5c0c851269759cc92f690ca530ca.jpg
"F4 neuf à vendre – spacieux, lumineux et bien situé","Ngor, Dakar",200.0,155000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b9cd9dbd6804f2f50606b7a8d689b94a/-/horizon-files-prod/ed/picture/q6xqxnx8/ed822cb536b54fc6950462f782054d4bffb1fdb6.jpg
Appartement à vendre aux almadies,"Almadies, Dakar",175.0,250000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5e3e7060eb392b959522782611f3d420/-/horizon-files-prod/ed/picture/qj4qvng5/ac15749cedcfb5cb282191c21d7a5e3f045ccf60.jpg
Appartement haut de gamme a vendre aux almadies,"Almadies, Dakar",400.0,441000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c3473ade331f84bb45227a3773090f6a/-/horizon-files-prod/ed/picture/qngpqdkv/0931e75dff46b77c58324dee97fad7dadf9d64ad.jpg
Appartements f2 et f3 à vendre au point e,"Point-E, Dakar",,59000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/71175fb14fc925311fd34699e0cef747/-/horizon-files-prod/ed/picture/qgqwepwr/173591d12c358a940891ee21804190104f92da97.png
De très beaux appartements à vendre aux almadies,"Almadies, Dakar",145.0,1400000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/096685614432ec1292a8ee556a79d818/-/horizon-files-prod/ed/picture/qkr7rgpn/22fd4e066e71802052f585cbcba2c84a51b33c3f.jpg
Appartement à vendre à fan résidence club olympique,"Fann, Dakar",346.0,450000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a43dcdb7efe30ae9911fea66d5507263/-/horizon-files-prod/ed/picture/qwe2jk95/5bfe6956a2d53221c9b6ca5bcddefb213bafc978.jpg
Studio séparé à vendre aux mamelles,"Mamelles, Dakar",52.0,45000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/993481928a2ec347986162d571745c01/-/horizon-files-prod/ed/picture/q2jkjj2g/5f1e6f5d2c857380d464378d38dc680d41a33b97.jpg
F4 a vendre aux almadies en bordure de route,"Almadies, Dakar",250.0,350000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9b35c487e3d318ac00df295bc00dd34c/-/horizon-files-prod/ed/picture/qwepkr5p/6401e99638df11d2d18c5a39cb17e5fc6e29c1d8.jpg
F4 a vendre aux almadies rte du king fahd,"Almadies, Dakar",193.0,300000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/13c586939800ff5343c996d078a672d3/-/horizon-files-prod/ed/picture/qrzr20jg/efe0d8291a9beed3af5d2ab37a99da01c940c7a3.jpg
Un splendide penthouse à vendre,"Almadies, Dakar",508.0,,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ed1b45d1384e7612e1b9b517b1067579/-/horizon-files-prod/ed/picture/qpdgpzwj/cdac3ce4a6d4ef1ee64d1109a212c24ccbafd1b5.png
Appartement f4 à vendre résidence kalia zone de captage,"Zone De Captage, Dakar",,90000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/93d6e804b68a19348672e35184035045/-/horizon-files-prod/ed/picture/q44nwgj8/d3edd4459a4c97b55b8d94bbca4a6ed85a86a964.jpg
Appartement à vendre f4 haut standing aux almadies,"Almadies, Dakar",264.0,343200000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/99d32d66d9f7d813dc60a066ed8ea3fb/-/horizon-files-prod/ed/picture/q0g76jxg/b484927c1394d90e32ef9f2a350b9c075eac750a.jpg
Appartement a vendre aux mamelles,"Mamelles, Dakar",100.0,50000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2b43e207cb864a56e61c5c7c608daa16/-/horizon-files-prod/ed/picture/qpdgpx7m/990546a6b6a6acd0de1049cb08e44365b75c476d.jpg
Appartements f4 (249m2) en vefa aux almadies,"Almadies, Dakar",249.0,340000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6923f561855d7cbcb05e6df85dba3835/-/horizon-files-prod/ed/picture/q445jxdv/54088d6c41da934deb2be379f92660bfc47c44e4.jpg
Appartement f5 (425m2) en vefa aux almadies en,"Almadies, Dakar",425.0,600000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/61a22c19d8105833f73ba7d79927ab67/-/horizon-files-prod/ed/picture/qde9r5e7/fa57fe9875b789994fba6269721861dfd12b0223.jpg
Duplex d'exception en rooftop front de mer ngor virage,"Ngor, Dakar",326.0,400000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/08ca404e7188ddc5daff4276d1becdb9/-/horizon-files-prod/ed/picture/qq42kw5w/48da5b45ac6e0fd3341848c3e238f48f858267c4.jpg
Magnifique duplex à vendre,"Fann, Dakar",400.0,,https://i.roamcdn.net/hz/ed/listing-thumb-224w/375771de40e62cf43eb2b1526a849b7e/-/horizon-files-prod/ed/picture/qng95mgm/568ef7b3612a33c4ad1f83d4daf7126727a53769.png
Appartements à vendre aux mamelles,"Mamelles, Dakar",,,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9762b340c6d44fb00676fe8c29c502ba/-/horizon-files-prod/ed/picture/qq4zqg9v/e56bd8a40add8547ad8197a889e16cd4ea230a3b.png
Penthouse à vendre aux almadies,"Almadies, Dakar",508.0,,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1595956969a50093f8c25193248ab514/-/horizon-files-prod/ed/picture/qwerm60k/2d4a8bd554385d7514ed1bb377e553f314fbf9bb.jpg
Appartement f4 à vendre à yoff virage,"Virage, Dakar",,140000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2b16fcccb06e9fc012065ed229b849e9/-/horizon-files-prod/ed/picture/qgqm5rx0/50fccb68a096ff00b67732fb6ae78baa45dcb7c3.png
À vendre appartement f4 196 m2 virage,"Virage, Dakar",196.0,215600000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5b9d755038d5a8d6ffbbc8b14ee1f3cf/-/horizon-files-prod/ed/picture/qpdmm0n2/cbff090c84298737af00e2d353862bedb273e95c.jpg
Appartement à vendre virage 195 m2,"Virage, Dakar",195.0,195000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/687cdb1e76aaf45dc951ff8dc92581c3/-/horizon-files-prod/ed/picture/qv4www8x/de17f086c0b3731ddffdb5ec52d0c8511290a761.jpg
À vendre appartement haut standing f4,"Virage, Dakar",167.0,183700000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d2d9c7cba57a3ffe78d3fb1585dddf49/-/horizon-files-prod/ed/picture/qde79rdj/2311351de1a536d0cb50b4d0e6783681ff09d13b.jpg
Appartement haut standing 199 m2 virage,"Virage, Dakar",199.0,199000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/05e7f133ceda027139d7d09838744ef7/-/horizon-files-prod/ed/picture/q78www2n/f389ecc04c28dec6089e8ab93774bd2ef955edda.jpg
Appartement à vendre fann résidence,"Fann, Dakar",300.0,700000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7fe485d42fa72da5f18f472559545694/-/horizon-files-prod/ed/picture/qng958vw/affeb1c26e4d23281e96f45e0b2869e8c9ea156a.jpg
Ref_6196_gl villa à vendre à yoff océan,"Yoff, Dakar",230.0,650000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4761788cfda488b51405b3127a0119df/-/horizon-files-prod/ed/picture/qrzr2m74/28284cd2345b5c3c1a8390b425178b0d9367c347.jpg
De bels apparts à vendre à yoff virage (rte almadies),"Virage, Dakar",130.0,110000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6dd1cc73f2077f5d0de88e058df36e89/-/horizon-files-prod/ed/picture/qq429evn/b0684c3bf857e6cc61db9eede34929bcfc9b9a45.jpg
Ref_4194_sey f3 à vendre au virage,"Virage, Dakar",,100000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/069c237c3e2b6c654692d4839c4a305f/-/horizon-files-prod/ed/picture/q2jkz2m6/0c2b285db796c6da889f5a47657924463a1d4f45.jpg
Ref_4194_sey appartement à vendre au virage,"Virage, Dakar",,160000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/390795ea3b64d9d20212f2e53a2e5270/-/horizon-files-prod/ed/picture/q445j2kp/bf68cc11e6333bedba310152338f481c726f3e30.jpg
Sourok 7 - appartements à vendre en vefa,"Point-E, Dakar",110.0,127000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c38ad11d99863c7a7fce8491bdb73373/-/horizon-files-prod/ed/picture/qrzr2kkg/34d349613cb134ebdddf7652122cf8fc60bf847b.png
Appartements f3 aux maristes,"Hann Maristes, Dakar",117.0,65000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b6767e8093abd58b7cbb443287d7b88e/-/horizon-files-prod/ed/picture/qzvpj2vd/830e18ec1ceac9b4ce1c8becd993e42c718a3f14.jpg
T3 a vendre,"Liberte 6 Extension, Dakar",100.0,110000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/aeaaa6074944b31053962b6f790d0cba/-/horizon-files-prod/ed/picture/q9mk0268/bfb291b06fa2292ca5edee65d434d85272023338.jpg
Ref_4193_gl appartement f3 à vendre – mermoz (vefa),"Mermoz, Dakar",174.0,325000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a0c42978a008e7e7bd8a5f9d4eac5446/-/horizon-files-prod/ed/picture/qxj8dz0j/4f76bf68b92de0c6b54b05de34c0e5a0ba5d6d2c.jpg
Appartement f5 cité ataya,"Nord Foire, Dakar",,100000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/78f18828dd82d446373fc6a93e6e1a2c/-/horizon-files-prod/ed/picture/q8vm0d96/460d8d728477777aa4c0e74f555167665091189c.jpg
Appartements 3 chambres salon avec vue sur mer,"Mamelles, Dakar",197.0,240000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c5e4bfe326985e38f6f3a8feaccb06f8/-/horizon-files-prod/ed/picture/q0g70xjk/f0fffa09dbe0f82bdb1c8c33b44dde2ff4db5cef.jpg
Appartement f3 a vendre a fass,"Fass, Dakar",75.0,45000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f6d72e04badd48b74b56b6e684a19ce7/-/horizon-files-prod/ed/picture/qrz8m6pg/327c301671e39555f842f4ad04db64042b3dde76.jpg
Appartement f3 haut standing aux almadies,"Almadies, Dakar",185.0,240500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/dcde4e7194ca5d888d5c865c8f6f8784/-/horizon-files-prod/ed/picture/q9mjzqxx/0f86028bc018b94f6224f4ad74d6bcd40e62e244.jpg
Appartement à vendre f2 haut standing aux almadies,"Almadies, Dakar",125.0,162500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1a7c8bf1d27fa68ea9909a305e2a41d5/-/horizon-files-prod/ed/picture/qxjpmv94/3b22daabc21a44b9024f274f349dd97c83e858ed.jpg
Penthouse à vendre f6 haut standing aux almadies,"Almadies, Dakar",582.0,756600000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/31f8b9a83ce0fccc09c17a18a048640c/-/horizon-files-prod/ed/picture/q56dn0nr/d2c0aa6bd62db3677c812f9988a37f4eb4ad0cab.png
Appartement f4 à vendre au virage,"Virage, Dakar",156.0,160000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/77e86167088782c572ab68eae7709f73/-/horizon-files-prod/ed/picture/qm50mnzg/1381b8e6ba536681d6e5bde654a4d87a883dad7b.jpg
Trois chambres à vendre aux almadies,"Almadies, Dakar",200.0,100000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/62ece30d8694dd8d8b549af399fc8e75/-/horizon-files-prod/ed/picture/q9mjp7q8/e1e7b3825b146c48666cd1283dd16226f6aa5d29.jpg
Ref_4192_pl f3 a vendre dans un immeuble r+3 à biagui,"Cité Biagui, Dakar",,55000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/30eb17e7cb0a0d63ac237e95cef0961f/-/horizon-files-prod/ed/picture/qrzr27w4/6940ba2e6bb9b3359f18f1686060f2a4eb703fda.jpg
Ref_4189_pl_ f3 à vendre dans un immeuble r+3 à biagui,"Cité Biagui, Dakar",125.0,50000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2ba6d8d26168a7bcdf884d8fa4d360c3/-/horizon-files-prod/ed/picture/qenrdwm2/2878d4159c73b8cd3cd6d6e67f7d9a4fc44a61fe.jpg
Ref_4190_pl f4 à vendre dans un immeuble r+3 à biagui,"Cité Biagui, Dakar",150.0,75000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/38b1f1353658e14400052c8ace1dd607/-/horizon-files-prod/ed/picture/qq4zq68j/44f80b3048a832c50cc51309adc39f4f4541f3f5.jpg
Ref_4191_pl f4 à vendre dans un immeuble r+3 à biagui,"Cité Biagui, Dakar",125.0,70000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4b4b8462c523dc05a8c1cd04f21f5a39/-/horizon-files-prod/ed/picture/q9mk0g6v/1ede28418807b7a59f5f57a59c2355999eb1add0.png
Luxueux duplex de 514 m2 à vendre à mermoz,"Mermoz, Dakar",514.0,635000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/41f0e0fc03c010665a93e23c75d9867b/-/horizon-files-prod/ed/picture/qzv4ee4q/2ffad5c6cb6354866d3353c3135183bb556bac10.jpg
Appartement à vendre,"Point-E, Dakar",190.0,192000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8b421e9d6f4f0f7bf6260df3e323a145/-/horizon-files-prod/ed/picture/q2j04jde/e0a7625fea647e131cd901192321bba1cfd9b3c9.jpg
Bel appartement à vendre,"Virage, Dakar",185.0,139500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb7b6fe1785032212175525538f8933a/-/horizon-files-prod/ed/picture/qv4dm9qw/0a9c8374716f266f6244a05cff7dfd6a49ac29de.jpg
"Point e, f4 152m², tout neuf, 8e, résidence privée","Point-E, Dakar",152.0,200000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0874dad698cd3945f858c5c667dde7ed/-/horizon-files-prod/ed/picture/qrzr26v5/ea7f785eb9a280064f09f84b9329ba1ece4440e2.jpg
Appartements a vendre a saly mbour,"Mbour, Thiès",100.0,50000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ca4614bbfabda6db94cc3a7b813c3548/-/horizon-files-prod/ed/picture/qrzr2nvx/37c1c0b8a891f77aef6c4447e32b3a04d11c6874.jpg
Luxueux appartement a vendre !!!,"Virage, Dakar",213.0,205000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3c543c495f892f78ec09311364b950ce/-/horizon-files-prod/ed/picture/qwermpp0/3b0d74305fc855bb7ab132fe311cff4a4cfdc1ad.jpg
Appartement goree view à vendre !,"Plateau, Dakar",140.0,280000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/86b6fd3633f859d04cb3ce43f316885b/-/horizon-files-prod/ed/picture/qj46mr58/b4f853ef5902043b451d7ff4e3c81d01961b9288.jpg
Ref_4185_gl appartement à vendre sans les meubles,"Liberte 6 Extension, Dakar",140.0,110000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/777bcf9b696561931104899714f65f7b/-/horizon-files-prod/ed/picture/q8vm05nx/b2de9a981b91a78345b4d29037a45fc08030d1c0.jpg
Appartement neuf f4 à vendre à fann-mermoz,"Fann, Dakar",177.0,212400000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a97b705ae9a50b36e8d0457918773dcf/-/horizon-files-prod/ed/picture/q6xdw07d/4cb94ecdd9c2243157db03cae24e13319c1f348d.jpg
Appartement f4 a vendre,"Liberte 4, Dakar",178.0,175000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/351d470f0b76cff8e5ebf1849129b2ff/-/horizon-files-prod/ed/picture/qng9552e/1420392d71a8aafac5a6fd46d3a84689813782aa.jpg
Ref_9042_gl : appartements f5 à vendre,"Plateau, Dakar",340.0,748000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8b1bd46c794c69cc7ab930646a920977/-/horizon-files-prod/ed/picture/qxjp4rv8/f7b600c070dc3e4c460eb7acb63a5d9424a2d1c3.jpg
Résidence terre neuve,"Amitié, Dakar",,,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b33457b390239542010d09891622088f/-/horizon-files-prod/ed/picture/q0g7m646/1ce1820376c7224a443a7c99c791ecb4ba56e4d8.png
Appartement f3 à vendre au sipres,"Liberte 6 Extension, Dakar",200.0,95000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b2479b26c8d14fae83c60420431c07c2/-/horizon-files-prod/ed/picture/q8v46ng7/7d3ed5482a9f774ceca1ccbdc7c630955c617efc.png
Résidence elysée,"Almadies, Dakar",,,https://i.roamcdn.net/hz/ed/listing-thumb-224w/83c6c64ddfbfb25cc23e8717f8490486/-/horizon-files-prod/ed/picture/qm5g8wd6/4c4190bb12152672d408b8c5febaeba0206aae0d.png
Penthouse à vendre à mermoz,"Mermoz, Dakar",308.0,420000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/76f6ee64750e06111477ed06fbc96cb0/-/horizon-files-prod/ed/picture/qenvp0mj/0719fb030300cc9432d3926ea34fe5f19363c754.jpg
Appartements f2 à vendre à mermoz,"Mermoz, Dakar",54.0,66000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e36a6c34b9c00b3b69fafc0232465f2a/-/horizon-files-prod/ed/picture/qrzvmxqx/566e0a39638b7c2821e524cbd517d52144833ac2.jpg
Appartements à vendre à dakar plateau,"Plateau, Dakar",,,https://i.roamcdn.net/hz/ed/listing-thumb-224w/674b0b29cc908b10231df3660994b899/-/horizon-files-prod/ed/picture/qv4eee5k/f31b3eed5b12eac66fd274471ab88bb750427a5e.jpg
Appartements à vendre à keur ndiaye lô,"Keur Ndiaye Lô, Dakar",,56553000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0c8c45485f730ef1741626d97788ba78/-/horizon-files-prod/ed/picture/qv4w279p/bda5c589d6cbefa71c61934f2b71dbd0341b798a.jpg
