Titre,Localisation,Surface_m2,Prix_FCFA,Image
Grand et beau f5 sur la mer au plateau,"Plateau, Dakar",310.0,3500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/df986767fe8061199edd59c524e24c19/-/horizon-files-prod/ed/picture/q8v4j90j/79b6ffc322533429de74f3fc7eb7e0b560630593.jpg
Beau f5 au almadies king fahd pour habitation ou bureau,"Almadies, Dakar",280.0,1900000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f9d4ddbd08d123bab2bf26f0d4e188d8/-/horizon-files-prod/ed/picture/qkr89wzj/6bf251156d1f82fc21b766c2e348576e960b28db.jpg
F3 aux almadies king fahd,"Almadies, Dakar",130.0,1400000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d71b9f6e3fbda62829c2686d54b0783c/-/horizon-files-prod/ed/picture/qzvpg79d/3323bcba5d72c7977f1e7367a886036d062618d7.jpg
Residence yeleen..appartements 3 chambres a louer,"Almadies, Dakar",240.0,,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5c52e0bd6c9a57176cf68e79c9dc0347/-/horizon-files-prod/ed/picture/q6xqnnp7/fd11ef95fd717adca4c7a5dfd206dceaebd08ba2.jpg
Appartement 3 chambre a lour a ngor-almadies,"Almadies, Dakar",165.0,600000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9f1024c619819c4ac87e70607236e51d/-/horizon-files-prod/ed/picture/q2jk8g46/420791bbcb807a7824733793bd08953207709905.jpg
Appartement meublé à louer,"Cite Mixta, Dakar",,395000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4466c2237eeaa85bf736ac26e62dfd46/-/horizon-files-prod/ed/picture/q8vm4726/8df693564240c57bf3bff9ab63be0d715a1b0af0.jpg
Joli appt f3 tout neuf dans un immeuble r + 5 à keur massar,"Keur Massar, Dakar",,175000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/12c6fcb9d9063d9c146fc4cdaa51b3a3/-/horizon-files-prod/ed/picture/qde9d2r5/29324a3ec9e8eb67ccf4eead8320ae79afcf7366.jpg
Appartement à louer mermoz 4 chambres el ton mermoz,"Virage, Dakar",250.0,2000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/99b1d7902282561ae7c3bc5ee81b3af8/-/horizon-files-prod/ed/picture/q9mjmvd8/22091db488da23e3c4b8f3c0883701a4e48f9c32.jpg
Studio à louer sicap liberté 3,"Liberte 3, Dakar",,600000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8e2795e8866f4b37d42a8dd5d7024b01/-/horizon-files-prod/ed/picture/qgqw86n4/28266160d182faba8c0e76e340103191b16af6fc.jpg
Appartement à louer maristes,"Hann Maristes, Dakar",,550000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/33b9f4561ca925d74425bd7b0409b2ff/-/horizon-files-prod/ed/picture/qgqm48j0/0c7c2de3f0640a3b3f713d79dc6561de430fc269.jpg
Appartement luxueux à louer,"Mermoz, Dakar",241.0,1800000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/51820b046a9ec1e49a2cfef982ed7862/-/horizon-files-prod/ed/picture/qq4zw68z/f13ec9a1ba0658259bcc7f8fe4a8307b56c9b3fd.jpg
Appartement type f3 vu sur mer,"Fenêtre Mermoz, Dakar",120.0,1400000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/80458d10c16099b6dde6cc283499c96d/-/horizon-files-prod/ed/picture/qde90q27/40230f5f97856916c714a8c1eeacc13146b3071e.jpg
Appartement à louer almadies,"Almadies, Dakar",200.0,750000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/03038b140ac853a8a77cede0335350c7/-/horizon-files-prod/ed/picture/qj4qdg6z/6553c718334e756bb333b098ac82627a43e9cae1.jpg
Appartement à louer almadies,"Almadies, Dakar",250.0,1000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/801c7a1203856d784fae943498f02cc9/-/horizon-files-prod/ed/picture/q8vzezwn/f631bc5565507e2f1ea28395a22c26bfd68c3ad7.jpg
Appartement aux almadies,"Almadies, Dakar",,400000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/92530f68433ffa65d12e3feab2621611/-/horizon-files-prod/ed/picture/qrzr675j/102e6797ea4359aeb94d16494ed7a2612520f4a1.jpg
Appartements neufs à louer au point e,"Point-E, Dakar",190.0,1300000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4961b8b15474555540371c7ce4aedb48/-/horizon-files-prod/ed/picture/qngp78xm/e8e5b852bb2d723d75096e1c2770cdbdbb2e6ba2.jpg
Appartement à louer sacre coeur 3,"Sicap Sacré-Cœur, Dakar",150.0,600000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4a6c112d30d955a8bb310c29b64e2e85/-/horizon-files-prod/ed/picture/q44n08d2/971aee0e7796d527431768001c7fa9d7cf4d2606.jpg
Appartement f4 à louer à mermoz,"Mermoz, Dakar",133.0,1000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ca54ba8b72ef52f73f41cf9a961a105f/-/horizon-files-prod/ed/picture/qxj8ww9z/27c1ebe95417afa139437d807aeb4b27d72e8636.jpg
Appartement a louer à cite apic,"Tivaouane Peulh, Dakar",,200000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3667ba02b217cc71b4bdfe020953ec8e/-/horizon-files-prod/ed/picture/qgqm9d72/7b2eeb195cdea214c1db6022f8636a8c19b08422.jpg
Studio à louer à la cite apix,"Tivaouane Peulh, Dakar",,150000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f2a69c0ee1808234e5e6e21c092cc485/-/horizon-files-prod/ed/picture/qde9k2q7/23f5524716357cc90b9f8ba158a8e8488998a68f.jpg
Appartement a keur massar,"Keur Massar, Dakar",180.0,130000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/315beae1c4d432bf456b5ddf0d3ce3fc/-/horizon-files-prod/ed/picture/q9mkrgm0/eb711e286dffcac8aa050ff779b431bf3f62595e.jpg
Appartement 2 chambres salon a grand mbao,"Mbao, Dakar",150.0,150000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3ce520108e117f0b172d460059e869e0/-/horizon-files-prod/ed/picture/qxj8wqdw/85296193a2988d1c1b1fcfa86946db67024ee24c.jpg
Appartement f4 a louer aux mamelles,"Mamelles, Dakar",164.0,800000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a2992eb10c8ab017769178c68b7fe451/-/horizon-files-prod/ed/picture/q78j7j5x/77a6ed4d03dc157d38aae9916a2c3fb645db278e.jpg
Très bel appartement à louer,"Almadies, Dakar",,3000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8c60e276553fc1b84a30d426d03da0ec/-/horizon-files-prod/ed/picture/qrz8pmxm/22919fec8609ef097b751ec6b2ccc607607a8fec.jpg
F4 moderne visible aux mamelles,"Mamelles, Dakar",180.0,1300000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d9afef9c8b5d93fa05ea0efc713a58d3/-/horizon-files-prod/ed/picture/qwernkzk/d766e22c4de93138dd6303aeeddee6120b1beb9d.jpg
F3 à louer corniche mermoz,"Fenêtre Mermoz, Dakar",150.0,1400000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8d2dfaaea9e3678a9d278615b5937c28/-/horizon-files-prod/ed/picture/q445rrdv/03aff17d3fc917ee80671bccbebae6a79e951604.jpg
À louer – appartement f4 à mermoz,"Mermoz, Dakar",,600000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/dd9a09a01b09aa3e5aeec086aae3f236/-/horizon-files-prod/ed/picture/qde9d2e5/61f3e27f6984da941f1c9c4fc408e84ddf25818d.jpg
Appartement f3 meublé à louer aux almadies,"Almadies, Dakar",170.0,1200000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/30413da536be92df56a83975f8975aaa/-/horizon-files-prod/ed/picture/qv4dgkrm/ba6ecc5dbfaf943315846a2e00b01ef1010d0c32.jpg
Location f5 non meublé à yoff,"Yoff, Dakar",210.0,800000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/072a14fbfc538371fe937095bc3abb81/-/horizon-files-prod/ed/picture/qxj8gkvq/52e5532cb73e00af57f2abc95260134b7e283eef.jpg
Appartement f5 non meublé à louer à yoff,"Yoff, Dakar",225.0,800000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a9a3bbfa2015efce70738da312a7949e/-/horizon-files-prod/ed/picture/q6xq6qgg/b07b3ae8629a594cfd0eac25bd6422b0fab794d7.jpg
Appartement à louer à fann résidence,"Fann, Dakar",,1600000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9365edf31b323d67f9fa5649e45f9e52/-/horizon-files-prod/ed/picture/q8v4x9gp/df719b3943df7266f56e28e151506e9b07845b01.jpg
Appartement f3 à louer à point e,"Point-E, Dakar",,700000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1b296e5e02cf0b8e3db669439261791a/-/horizon-files-prod/ed/picture/qpdgnjpv/83ef3c8aa7d89c56cf103e98a51d158897e592a7.jpg
Bel appartement sur la corniche de fann,"Fann, Dakar",240.0,3500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ba7b30cfecc9cf6f3a5023295f1bd6f6/-/horizon-files-prod/ed/picture/qxj8ww4n/c783095bbcd4edecf2cf66fe676cd681d76b78b8.jpg
Appartement neuf à keur damel,"Cité Damel, Dakar",,350000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/703a659921b199fb211313995d722b19/-/horizon-files-prod/ed/picture/q8vmkkej/1822aec3958c8294e28c7b96d8b10532afd3615c.jpg
À louer - superbe appartement f4 aux almadies ✨,"Almadies, Dakar",180.0,1300000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/96eecb6f8aea6d8786b309ce8af1b4a0/-/horizon-files-prod/ed/picture/qv4d9mkm/d30e644966af9ef97014eea8a79198f94ff56b1d.jpg
Aloue apartuman cite morda 2etage,"Vdn, Dakar",,400000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e394090b1113898e0ae9033938ca8d3e/-/horizon-files-prod/ed/picture/q56p9kxg/a7fc8bb5081768a32c55dcb9d24c3e2a81ef64a9.jpg
Appartement f4 avec vue sur mer,"Fenêtre Mermoz, Dakar",,1500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9377a7d46f8accbd2d92952ed981bf8f/-/horizon-files-prod/ed/picture/q8vmkk89/db44410053efd40869478c0cdb7cba1e4c4a8fc6.jpg
Appartement point e,"Point-E, Dakar",180.0,550000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1d1ed944ad5bc2d82915dd06a94d573b/-/horizon-files-prod/ed/picture/q0gk72gd/0017c70fb4f44b9472fab245e094e629e9bda109.jpg
Appartement à louer à ngor almadies,"Almadies, Dakar",,500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b578f381d496e313d415bd0a4e62a698/-/horizon-files-prod/ed/picture/qgqmw629/4b1a063e65382eb6ca68c8aceb1e54a5109ecb7b.jpg
Studios à louer aux mamelles cité mackiou faye,"Mamelles, Dakar",,350000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3a36db68df3d707900513af62ca7dc3e/-/horizon-files-prod/ed/picture/qj464xez/531d93e49ab3700f6c953a5bfd8428a426ade0e4.jpg
Appartement f4 à louer au plateau,"Plateau, Dakar",,1300000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4750c241e62b2c26a8e9057b080f34a4/-/horizon-files-prod/ed/picture/q56dnnne/9f2883ab94fc7ad49499e3b36832c30db208f4f5.jpg
Appartement vide à louer à la cité keur gorguy,"Cité Keur Gorgui, Dakar",,700000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2907e7731a6f06a64b0c995614195950/-/horizon-files-prod/ed/picture/qj4656ee/c4985d733375c519299b754aed2bf6d633c2cec4.jpg
Location appartement aux mamelles,"Mamelles, Dakar",100.0,550000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/86d7830c749c751b08f0e9e97b6ccb61/-/horizon-files-prod/ed/picture/qm50vv0d/4ff869e5c6ee5b177d25e176fdaed6192e5d9a91.jpg
Appartement à louer à ouakam,"Ouakam, Dakar",,425000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6b29924e54a5cb9e9c936cb2857d0eaa/-/horizon-files-prod/ed/picture/qpdmrnpp/d1523c49db876b927f4b8a65f4337f2b16674126.jpg
Appartements à louer à ouakam,"Ouakam, Dakar",,350000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b65f6935d430446f57d5993339f47314/-/horizon-files-prod/ed/picture/qwep5pvk/de670edbaade601bb260ef4469fb8141d173e5c3.jpg
F3 a louer,"Ouest Foire, Dakar",110.0,200000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/466edee7038c49d154ae41d22d72111c/-/horizon-files-prod/ed/picture/qm50vvpd/0b7454ef02d18126e3e75441e8130cb63a637009.jpg
F3 a louer,"Tivaouane Peulh, Dakar",110.0,160000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/89f53e77fbc943b33545a591d288279b/-/horizon-files-prod/ed/picture/q78jxx7n/7112122c88a469f3868a802133a301f420cc649e.jpg
F4 à louer,"Vdn, Dakar",130.0,500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/336e242773ff9565ca7b00986b08e843/-/horizon-files-prod/ed/picture/q8vmkkv7/851e68734f3e031508625ba5f560f12d216d62ff.jpg
Appartement a louer vdn,"Vdn, Dakar",90.0,375000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b134090bb3e7553e44769e35c3d262f9/-/horizon-files-prod/ed/picture/qrzr8mqj/7684a8f044da32057cacb78ae1e377cff657d6e7.jpg
Appartement à louer à mermoz,"Mermoz, Dakar",180.0,700000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/028b1fe1dd5cbeb5d543cd6fca942464/-/horizon-files-prod/ed/picture/qgqm4qmr/761eac853641cbff8d1b9f71139beb6fbb687d80.jpg
Studio moderne à ngor,"Ngor, Dakar",,200000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/904c67d9e8f0acba4e3ef79a4c8455fc/-/horizon-files-prod/ed/picture/qrzrzrk5/5ef2417433efcfbff8f9189d5cdb8ead66ecbc74.jpg
Mini studio à louer a yoff,"Ngor, Dakar",,145000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5f5c60bfcf56dbcbf9f0c6a7a084dfa8/-/horizon-files-prod/ed/picture/q6xqxx67/f73e2df1742228a6fa596a67ef909fb9437e576b.jpg
Appartement a louer f4 au mamelles,"Mamelles, Dakar",,425000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/24765f686607e8d1a2281c10f35f310c/-/horizon-files-prod/ed/picture/q2jkkn02/bd669aed47bba0b36a8254a486cdc5e920937b2f.jpg
Appartements f4 neufs à louer aux almadies avec vue/mer,"Almadies, Dakar",241.0,2000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6366bcd133b2997e1f502a0cdec3b8de/-/horizon-files-prod/ed/picture/q8v45r0j/5e6153e5415fc4a816f13d7d7cd4aa3332ca1151.jpg
Appartement f4 avec vue/ mer à louer à mermoz corniche,"Mermoz, Dakar",225.0,1800000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1c563d6a6be5c107d81d849f4ecff0e8/-/horizon-files-prod/ed/picture/qj4qx4ke/f0d1a8787c7d0e29e034fd140a8b3325a3264d23.jpg
Appartement f4,"Almadies, Dakar",113.0,400000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c5223727abdaf50828aa5fb7e350a7c1/-/horizon-files-prod/ed/picture/qxj8wg0w/c66a6b2ffb7674946ccbaf8dcb0d303cbc5bf05a.jpg
Appartement à louer,"Mermoz, Dakar",150.0,600000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d82c5b76c804f6b88167e97618c4f746/-/horizon-files-prod/ed/picture/qq4zw99v/de2a2611c72e6b470f10544ceb9797da587a5807.jpg
Superbe f3 à louer à fann résidence,"Fann, Dakar",,2000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7aa11447dda59d253ce19fb45fe3f4de/-eyJvciI6OTB9/horizon-files-prod/ed/picture/q8vm05p0/05b4854f324fe2b1c9e2fbc5a9ec5bccc32aae31.jpg
Bel appartement a la cite keur gorgui,"Cité Keur Gorgui, Dakar",,500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/774cb57723fbaf6f488de80d3f082987/-/horizon-files-prod/ed/picture/qq4dqp84/1cdb5dfbc28ae84810a2e5e8d876eacceb0a81d2.jpg
F4 neuf à louer à amitié 2,"Amitié, Dakar",140.0,750000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f8f6d10f6bed9a1023b426913cb24f9d/-/horizon-files-prod/ed/picture/qpdgn06x/f91ec2f837394553d490f7d4edf3a82aabe7784a.jpg
F3 neuf à louer à amitié 2 au 1 er et 2;ème étage,"Amitié, Dakar",100.0,550000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b5e6333ba0dbb0933f9880c54b95e42d/-/horizon-files-prod/ed/picture/qxj8wg62/89795749c9f65fc74314929b2aceae335428e3c1.jpg
Très grand f7 à la cité africa de ouakam,"Ouakam, Dakar",300.0,3000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/535f3b56f4b0324ea37343de81e48a2e/-/horizon-files-prod/ed/picture/q8vmpjen/418a03d6fd02b6162b6a60768e3cd90355692868.jpg
Grand standing f5 a fenêtre mermoz,"Mermoz, Dakar",280.0,2200000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8b0f8a7c8a09cde50854bf4f14500f19/-/horizon-files-prod/ed/picture/qxj8jx5m/beb33a6fc6da9b65e83bacd8cf2ac84eb06503f9.jpg
Grand apt f5 tout neuf à ngor virage,"Ngor, Dakar",340.0,1250000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ac572e4640ccda7b61c85e43e4b344f0/-/horizon-files-prod/ed/picture/qgqm5jk4/8f45aca38f6458ba5c60e24bf7d0f50446dea89b.jpg
Très joli f3 à ngor almadies,"Ngor, Dakar",130.0,900000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/cd45108092b2644e6f3e6e15b6d5a33c/-/horizon-files-prod/ed/picture/q6xdp26z/b033351ddc0161c69b61844052361182ad3e371a.jpg
Appartement f4 de haut standing au virage,"Virage, Dakar",280.0,1000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6d3ab4c1fafd6bd5fef3f5e8e2e0eb39/-/horizon-files-prod/ed/picture/qq47kpqw/0ed296f75f4f7143d4fa658f0447df276c633751.jpg
Studio à louer minimum 1 an (12 mois),"Ouest Foire, Dakar",,250000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0b9769eef01a5c59f0e86e4a4430ad04/-/horizon-files-prod/ed/picture/q448x0q8/fa4ea66227d33ca0204b2891aefc2b26afe4e34f.jpg
Magnifique f4 à louer à fann résidence,"Fann, Dakar",180.0,2500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/92e68d45bba962a92115af4933c070cb/-/horizon-files-prod/ed/picture/qrzr6v85/0e096d96f012a318f706c94955b3c7956ad0bf13.jpg
Splendides f3 à louer aux almadies,"Almadies, Dakar",,500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4288c5191460b7070c2276f3ababd259/-/horizon-files-prod/ed/picture/q9mjw0r8/04fe5aa9ce7d0e2c5516d197aec1ca682e091193.jpg
Magnifique studio à louer,"Almadies, Dakar",,350000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8c981dd54dde782e077b844c0fe5aef4/-/horizon-files-prod/ed/picture/qq4zdkv6/a22a9f5a6b864836efe7e3a08b87c6b0b50aeafa.jpg
Magnifique studio à louer,"Ouakam, Dakar",,175000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/436f3199566e4cca75d08d71140aa264/-/horizon-files-prod/ed/picture/q445jwm4/ffefc2def0068afec247905173c5512651793b11.jpg
Studio à louer,"Ouakam, Dakar",,200000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ce63407eb181abd73b1e70bbfa947871/-/horizon-files-prod/ed/picture/qenrvgp6/dd9c7bc4c9146d46edeeac1b5cc8be44d1a252fa.jpg
Magnifique appartement de type f4 à louer,"Ngor, Dakar",,600000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0cfc2d95091a881634f7c6ab3a548aca/-/horizon-files-prod/ed/picture/q6xqd0xz/e0b907de3c8647d3d9fbe7191c3f9f4d32a189e8.jpg
Appartement à louer à hann bel-air,"Hann Bel-Air, Dakar",,250000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/27dece83b9b613575dba6eefa1b779be/-/horizon-files-prod/ed/picture/qpdgngvv/fb0ec69437a77e82b28da8deb273d5f182446a78.jpg
Studio à louer à louer à ngor/almadies,"Ngor, Dakar",,300000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f5263538a6b25445952f86f3c031a0db/-/horizon-files-prod/ed/picture/qv4d9d8w/77bbef312011cc90149002bd1a7b50f01a4b8490.png
Appartement de type f3 à louer à ngor/almadies,"Ngor, Dakar",,375000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d073c4444484f460b5f9361ab2cd3427/-/horizon-files-prod/ed/picture/qgqm9x79/e61d5bbf4f614496491f78562343288edd2f5c6e.png
Appartement f5 grand standing,"Mamelles, Dakar",,15,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1adb5024ed2e1df2a32595e1b50b9d5c/-/horizon-files-prod/ed/picture/qxj2jvjn/0f816949227d8f4543e5e4b193bb7125fd32247a.jpg
Bel appartement à liberté 6 extension,"Liberte 6 Extension, Dakar",,325000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a4a723323600b86c4362f9322cacb2eb/-/horizon-files-prod/ed/picture/q445r57e/7f72a6c737bf3ff9aa45eb4f4aaec6e38ce0b408.jpg
Appartements de type f4 à louer aux almadies,"Almadies, Dakar",202.0,1010000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/19f91531be0b9ef7f242d840a4e6938b/-/horizon-files-prod/ed/picture/qkr8dmp5/d3f03ec19943d9a09d3e395a65625afc7d2f2d40.jpg
Belle villa f3 avec 2 chambres à louer,"Liberte 6, Dakar",140.0,450000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/773870bf735b216f26b650c92c14cdd5/-/horizon-files-prod/ed/picture/qgqwn579/3f3c31b9be14ca64ecaea8efead39d81220ddf36.jpg
Bel appartement à la sicap foire,"Sicap Foire, Dakar",,400000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ea8a7545e8514e524ce7d1e6eba260fc/-/horizon-files-prod/ed/picture/qq42jrep/40d21102055723bf37c1158638f03f3cdb7ceccf.jpg
Appartement moderne à la cité addoha,"Plateau, Dakar",,500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d4c3b59532de2282625d8f51d58cb912/-/horizon-files-prod/ed/picture/qkr7rg8n/685d4641bef091ebc593452a799c88a5d8092540.jpg
Appartement moderne à liberté 6,"Liberte 6, Dakar",,400000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/01f2d4072697a1c13a058ab66d290e4a/-/horizon-files-prod/ed/picture/qwepw57z/008aca0b3ce47bc1b797bd70cd84bc3cf77ca23a.jpg
Appartement spacieux à nord foire,"Nord Foire, Dakar",,325000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5fa087d355b791c52c3745b6d1fb601d/-/horizon-files-prod/ed/picture/qpdg0rv2/ca720c43eae2ca6b1dbadbbc09e005a34fe1e28c.jpg
Appartement f4 moderne à ngor almadies,"Ngor, Dakar",,800000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8d88fe01c6026b6c46c3ff88ee72a359/-/horizon-files-prod/ed/picture/qrz8e52g/2d2f962149a13aa2f1ebfe79a1db2ee5e7ced256.jpg
Bel appartement type f4 à fann residence,"Fann, Dakar",,1800000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/23f7da4c11ffac64066196ef9f7e21fb/-/horizon-files-prod/ed/picture/qv4d46dw/0132474cafa038225a5567a8af2611f9919ac4c4.jpg
Appartement semi meublé a thies ville,"Thiès, Thiès",,400000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/00dbac2709b2ae28d518cc2780eadf5c/-/horizon-files-prod/ed/picture/q44n98er/03cf8cc0b5e7a103e01dee0e5687d19d185d49ad.jpg
Bel appartement f4 à louer à ngor almadies - longue durée,"Almadies, Dakar",,800000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a7ec9ae7255a9572e35618170e61fdb7/-/horizon-files-prod/ed/picture/qenr5wmz/a04a3151970d4841a56fbdcca679f711bfd33571.jpg
Appartement f4 à la corniche des mamelles,"Mamelles, Dakar",,500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1da3f2c6cc2e7b07c3814935601530d5/-/horizon-files-prod/ed/picture/qkr7684v/642e3173b2d559c713ab6f5393fc573010d8b32c.jpg
Appartement de luxe à louer,"Almadies, Dakar",,800000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/dfad94691c2b23a89ae2e32cf5135add/-/horizon-files-prod/ed/picture/q6xk90m7/c3589c2c300a302979c4fa3208f92b95f43ca3f5.jpg
Appartement 4chambres à louer aux point e,"Point-E, Dakar",380.0,2000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/31dbfd7348866e1886947327fd230d00/-/horizon-files-prod/ed/picture/qzv84q9q/ef2b715626f70fd970d4b4d7f9fefdc26f04f05f.jpg
Appartement f5 à fann résidence,"Fann, Dakar",,3000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b0cb16019de83162416d1774178bc086/-/horizon-files-prod/ed/picture/qzv8846d/b7909880429adf5dfd5cf702d2cbda21f6274ac1.jpg
Appartement f3 à louer.,"Ngaparou, Thiès",100.0,215000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/119337e6e0dea2d87cd40b038531a246/-/horizon-files-prod/ed/picture/qrzrnz88/1b30746cfd8f26356e932ebbb48e46dddf73eb69.jpg
Superbe f5 aux almadies,"Almadies, Dakar",254.0,2500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8fb521ede710f8af01d233986284d645/-/horizon-files-prod/ed/picture/qrzr6vn2/f9e62db03c49203715ccdcf373b5c007bde97b0b.jpg
F4 neuf recasement almadies au 1er étage,"Ngor, Dakar",150.0,650000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2c71df2ad2747c6f96b001072bb75d75/-/horizon-files-prod/ed/picture/q78jx5w8/374af66393dbb9d59781de6c6c36571298eb3d27.jpg
F3 neuf à louer recasement almadies,"Ngor, Dakar",150.0,500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1c6d723d7a4915477ea9889b045d3675/-/horizon-files-prod/ed/picture/qde9dkk8/4c428a493d4903bb6ab4df12323693b77e44a89c.jpg
