Titre,Localisation,Surface_m2,Prix_FCFA,Image
Magnifigue duplex f6 a louer aux almadies,"Almadies, Dakar",250.0,1600000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/68a4e1674611cd67efd49677c9835b67/-/horizon-files-prod/ed/picture/q8v49g74/505f42a8da582c43c503ab3dcdcf4dea8c732394.jpg
Spacieux duplex f6 a louer aux almadies,"Almadies, Dakar",350.0,1600000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/de049b7bc4e44978deff2fa9073bef7f/-/horizon-files-prod/ed/picture/qrzrz62n/961362228ab40e77d0df8bd21c8d675f7fb3c9be.jpg
Duplex f5 independant au coeur des almadies,"Almadies, Dakar",340.0,1500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c16112be9595a040c45ec45ad6440f28/-/horizon-files-prod/ed/picture/qde9er7m/c50770ebd2bafcea37d7cde44e6246ed7abcdd4b.jpg
Appartements f3 (2 chambres) a louer ngor - almadies,"Almadies, Dakar",90.0,362600,https://i.roamcdn.net/hz/ed/listing-thumb-224w/65b154ba8dadbd32a7f37c9771f54853/-/horizon-files-prod/ed/picture/qq47r227/3f83efdc39103cd6ce685a579e64d7a5a7d13f27.jpg
Appartement f4 à louer à fann résidence,"Fann, Dakar",,2500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ae9ad8f06b286576dd743312163e9251/-/horizon-files-prod/ed/picture/q0gkwxvx/aabda410f2ca0a7c3e3473323a6cb64b7e6ef9af.jpg
Appartement f4 à louer à ngor almadies,"Almadies, Dakar",,900000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c1d81e34f0350058dd834dfba1acf9f8/-/horizon-files-prod/ed/picture/qrz8zj6q/9ce4b16710f601f67d5df9ca8173a4d033228904.jpg
Ouest foire appart f3 bon standing et indépendant,"Parcelles Assainies, Dakar",150.0,330000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/bb894018dc94c4df074dade5fe4f5c7c/-/horizon-files-prod/ed/picture/qng9xkjx/b0e7f33c468716d5e00e2fdd6c2dd0673178265d.jpg
Appart f3 hlm grand medine côté vdn corniche,"Parcelles Assainies, Dakar",100.0,250000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/95a41ae3ec5ebc7d403310430985b475/-/horizon-files-prod/ed/picture/qxjpgrqj/d744bbb93464b497973467ec25fa9420230fc625.jpg
Bel appartement penthouse à la vdn,"Liberte 6 Extension, Dakar",200.0,1300000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7ba204a0ae2b532e01a53d4e93d28eac/-/horizon-files-prod/ed/picture/q9mjqe5j/46a526f40e72dc874bd2bacdcb8cbb596d40d885.jpg
Bel appartement neuf à la stèle mermoz,"Mermoz, Dakar",215.0,2250000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1dca213db4fda6486bf4aaed52d36804/-/horizon-files-prod/ed/picture/qxjpek94/afb8a70792faa64726acc6016c1167979ea327e8.jpg
Ref_2798_sey appartement à louer aux almadies,"Almadies, Dakar",204.0,1968400,https://i.roamcdn.net/hz/ed/listing-thumb-224w/946d73f78806fdc29bf67287f9965029/-/horizon-files-prod/ed/picture/qxjp5vpj/8fc0b9a7cfb0cc9c634b079959eabd63ff2ba826.jpg
Ref_2797_sey appartement à louer aux almadies,"Almadies, Dakar",204.0,1864800,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f90b05b3582e8b667a39b3e3b035ed93/-/horizon-files-prod/ed/picture/qm5gzepr/1dbceecaa4f01aa79504634aa902b8fbc321cd75.jpg
Ref_2796_sey appartement à louer aux almadies,"Almadies, Dakar",,900000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7dd70162fd93c0a7393848b3d4923216/-/horizon-files-prod/ed/picture/q56dm06e/d6f2d871b688233731bff69e4d30182e20c65bbb.jpg
Ref_2800_sey appartement à louer aux mamelles,"Mamelles, Dakar",,1000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4fc5a72af2242f2521a18ded13c9abd2/-/horizon-files-prod/ed/picture/qxjp462n/9f9d5e4c0bd60d1df7516642257dca8861bb4566.jpg
Ref_4188_sey appartements à vendre à yoff biagui,"Yoff, Dakar",200.0,160000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/de78546de87f4f6202af3d86a824695c/-/horizon-files-prod/ed/picture/q6xd0rwn/a77ec20b9a52b6604c41fce6cad823ab183d8c73.jpg
Ref_ 2809_sey appartements à louer aux virage,"Virage, Dakar",,750000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/473183e074c93ffd6dfe2704dc3ad12b/-/horizon-files-prod/ed/picture/qm50m9rq/3268954d9bb8fd60b6c4575ef4190d919235c5fb.jpg
Ref_2815_sey appartement vue sur mer à louer en centre-ville,"Plateau, Dakar",,1200000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c69327caf3ef7e6ed10e482233c037fc/-/horizon-files-prod/ed/picture/qng9gqvv/48581c9aaa459ab722e060c16174023956e13fb1.jpg
Ref_2816_sey appartement vue sur mer à louer en centre-ville,"Plateau, Dakar",,950000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/82170ad318d75ab098817509de780f0c/-/horizon-files-prod/ed/picture/q2jkjxvk/5ee13b261408fa5840f8e32f3a3ecf8264471470.jpg
Appartement à louer à la cité mourtada,"Vdn, Dakar",,600000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/462c0d834384bb18c6a3e11e5041f3dd/-/horizon-files-prod/ed/picture/qkr7gvew/70aa952840cbed980513b930e2725a9db8408e6e.jpg
Appartement à louer à petit mbao,"Mbao, Dakar",,150000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6274c9bae427cc9c7c51c799fc55db85/-/horizon-files-prod/ed/picture/q56derk5/487ae0f5b747a1fc855d5f286d90bd0e8148c8a5.jpg
Bel appartement f2 à mermoz,"Mermoz, Dakar",80.0,1200000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a3c2ebbcd5205acb0db1e2e3c148377d/-/horizon-files-prod/ed/picture/q4458qm8/d8b0463ab86d68b16563c148ebe7931dbd285914.jpg
Duplex à louer,"Yoff, Dakar",,1500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3185a374b061c8c39e3fdd5dd8617623/-/horizon-files-prod/ed/picture/qngp4nn9/df66bbe07c1e3365af538c038d7e03b882ca9002.jpg
Appartement f5 - haut standing au point e,"Point-E, Dakar",300.0,2000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5eb80f2226515611dd02b9fe61b41a7e/-/horizon-files-prod/ed/picture/q56pxv7p/79ba912e8879265eb9f8cb66ceed8a1f48d88235.jpg
Appartement vide à louer à fan résidence l’école américain,"Fann, Dakar",250.0,2500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6deb936ef61f3d195b45ffea8504c969/-/horizon-files-prod/ed/picture/q8v4vp4x/a5581e1f04a8338cb4bede6ded5d8b9924bc9af2.jpg
Appartement 03 chambres 02 salon pour expatriés,"Hann Maristes, Dakar",200.0,400000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/519b038dd7de5fba6d027234e46eead9/-/horizon-files-prod/ed/picture/q2jkqdjv/da219a7ac60ce93d3d7985d16dd2db30ea7b5001.jpg
Appartement f3 à louer,"Ngaparou, Thiès",100.0,200000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/35b242e3aae4fd25a9a6355318c81e39/-/horizon-files-prod/ed/picture/q6xdemp7/68ed9dd35e351daf7c53949fdbad13305e62c51e.jpg
F4 à louer à sacré cœur 3,"Sacré-Cœur, Dakar",350.0,650000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/20184ba19512d21a215c93dd0db0ebfa/-/horizon-files-prod/ed/picture/qenrq2g9/9b431cb616bbb56a81f07094702baadf6d24d2a9.jpg
Des appartements neufs à dakar plateau,"Plateau, Dakar",250.0,2000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d19789ec0687a86984e3600a1b5ef263/-/horizon-files-prod/ed/picture/qj46r2ew/50c5faedf0629aeac12119227817543d7befc606.jpg
Appartement à louer,"Virage, Dakar",,950000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/83e0a1586585e51ccbc5a3dcffba82c5/-/horizon-files-prod/ed/picture/qj46rz26/2cf15757c0af2a5f740400dc2b34cd3aa50a77fe.jpg
Appartements à louer aux almadies,"Almadies, Dakar",,1300000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9a127700630d472763ba1fa79edfe9f8/-/horizon-files-prod/ed/picture/q9mjr4wv/b65853ebf2792afe21c823bc63e4633be86bc9ba.jpg
Appartement f4 à la cité mbakiyou faye mamelles,"Mamelles, Dakar",,400000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/fca3a247b3441051104e8e1437bdd6d1/-/horizon-files-prod/ed/picture/q0gk2mmx/d174356d50c9a5be8c72bd26ed43e9dc973d93a0.jpg
Appartement de type f3 à la cité mbakiyou faye mamelle,"Mamelles, Dakar",,300000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2dc0c5034596f084543df99750d33242/-/horizon-files-prod/ed/picture/q78j7nkm/c63911c7ad16093a489e34fbb2f2e6a310dfeff8.jpg
Appartement f5 à louer aux almadies extension,"Almadies, Dakar",300.0,800000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9b033538ff648b35d29851fcae3a8ddf/-/horizon-files-prod/ed/picture/q445devr/18bc0adccf062b5a9e4f7891492256c33d6d6409.jpg
🏡 appartement à louer à mermoz – emplacement premium !,"Mermoz, Dakar",,400000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c19b7ef42783445b02a58c69454cdad2/-eyJvciI6MH0%3D/horizon-files-prod/ed/picture/qxjp4gjq/4e81dcf23a35dbc788084ec9d4843b88290b2b7b.jpg
Appt f4 au point e,"Point-E, Dakar",,800000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/15046928851aee4ae5f8e6ca85cc6702/-/horizon-files-prod/ed/picture/q56pxv66/99310cc52db398ddc57c1a0f2a3c4c9b70c26bdc.jpg
F4 3 chambres sacré cœur,"Sacré-Cœur, Dakar",,450000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f5f09d112bf8b36189335e054f0b4363/-/horizon-files-prod/ed/picture/qxj82xd2/2277af1439b79073a127a44f321d6f8d60010c2d.jpg
Appartement 3 chambres salon au point e,"Point-E, Dakar",150.0,1000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b8569afa2aa9daa84fd64380e5b27a3f/-/horizon-files-prod/ed/picture/qrzrv7pq/832cbd1d4b8f6b04d56c937622d5b30c85d61f9a.jpg
Des studios à louer à la cité almadie 2,"Almadies 2, Dakar",80.0,160000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/78bd5f78f07b9a86009cba643fd97107/-/horizon-files-prod/ed/picture/qxjp9d70/5d8f2057f16c615f6e68ea3bbe461de4f44e93e2.png
Appart f4 haut standing aux almadies,"Almadies, Dakar",175.0,2000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b57316425d7f1867ce650b7928d579b6/-/horizon-files-prod/ed/picture/q56dr8zg/0bceb7cb020bc0b6e17d83b4375392559c96f0c6.jpg
Magnifique duplex à cheikh amar,"Mamelles, Dakar",180.0,750000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/31b47fda5763953ea443b095f44b2f32/-/horizon-files-prod/ed/picture/qenr5652/45d03b88cd6a447810f4753a2980bfda15cf6b2f.jpg
Appartement f4 à louer aux almadies,"Almadies, Dakar",,550000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/bbff4002d3787a73b16c36bc16880bab/-/horizon-files-prod/ed/picture/qkr7gxzm/99dc01774b66b494adcacfd02f0361fe2319c451.jpg
Appartement a louer aux almadies,"Almadies, Dakar",,2800000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b20943f4b0fa81f4a64b7eb2623b4778/-/horizon-files-prod/ed/picture/q4458005/7401c785d09817ded4bdb5fddd753b5e0db9ea91.jpg
Appartement f3 à louer à la cité keur gorgui,"Cité Keur Gorgui, Dakar",,550000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/96343c3e6eb502e84c2c7735658d725c/-/horizon-files-prod/ed/picture/qq4z75nn/c07ef9cf2c7110423fc39ccf3f52fc0f1a6349cb.jpg
Appartement neuf à liberté 6,"Liberte 6, Dakar",,300000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5ea290831c3a8329e5cfbc4945ca66d6/-/horizon-files-prod/ed/picture/qzvpgpgd/f6fd91b3f3120e3d8997a5fe76cda8931f29a8e3.jpg
Appartement à la sipres,"Vdn, Dakar",,425000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/10f952691338276794829cc72480ea88/-/horizon-files-prod/ed/picture/qq4z75kn/f4275be42244cca0589bc4413caaaaf8e22d91a1.jpg
F3 a louer,"Vdn, Dakar",100.0,250000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/064ead68f992184c07370f178bbc673e/-/horizon-files-prod/ed/picture/qxj82ke0/d977630e2b5c09ebbbf03805a3ce66dcc45df933.jpg
Appartement à sacré coeur 3,"Sacré-Cœur, Dakar",,400000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d5844c55e44d028550dd977aeecf1c3d/-/horizon-files-prod/ed/picture/q78j50dg/e1b3575ed0ea4b63ec6b3ac6cb777219a0ca99e4.jpg
Studio a louer keur massar unite 13,"Keur Massar, Dakar",,90000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/aa0218d784d9984f22edec0dd8d431f4/-/horizon-files-prod/ed/picture/qv4dekx2/03ff6620973c1e47737a57508e227f843761212e.jpg
"Appartement à louer ,almadies","Almadies, Dakar",150.0,700000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/80f0166116feda7d317508094586f6c3/-/horizon-files-prod/ed/picture/q9mk80qw/0b3c239a28e12033d7ba2cbd0cb98b9951294ebe.jpg
Appartement à louer almadies,"Almadies, Dakar",300.0,650000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3526818178ffcaaad50bd187ca826eb7/-/horizon-files-prod/ed/picture/q8vmz6m0/88f27001fca2ef11ef0554fc03aa131ef6d5ae0b.jpg
Bel appartement f3 - mermoz,"Mermoz, Dakar",,550000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e077da2bedaea96991bc60bc07416ca0/-/horizon-files-prod/ed/picture/qde9kdpr/7d6dea0c0a194601a19e3f655d1e8e8cca0ecda4.jpg
Penthouss à louer aux almadie king fat,"Almadies, Dakar",400.0,4000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4da070646257f8c97a8e2ae333c4cb53/-/horizon-files-prod/ed/picture/q44nrw0p/d9696b32670489cb08313029301665aa67d22ac0.jpg
Duplex spacieux à louer,"Mamelles, Dakar",185.0,900000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/893c0b5b6f0e8dcfa42139f36e8bc472/-/horizon-files-prod/ed/picture/qenrq9x9/1d65ef88a189b63dd2e85da2b39c7b556484aa40.jpg
Apparemment à louer à mermoz derrière elton,"Mermoz, Dakar",200.0,1500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7b77432aae4de1ed1f4ad724e47acd93/-/horizon-files-prod/ed/picture/qrzvdne4/4c7c9313c31a493335f551dfbc3963aa02ebdaa9.jpg
Appartement a louer,"Zac Mbao, Dakar",,175000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f081a430e59d989988b245a3a33ba807/-/horizon-files-prod/ed/picture/qpdg60gq/58dc669ed311b4f1b008758b1dbf12735ae24553.jpg
Bel appartement à louer au point e,"Point-E, Dakar",205.0,1000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/764802aff2d5547df05c08783f8577ef/-/horizon-files-prod/ed/picture/q78w4jz8/06365934aefc399f46efbb03e7c257f19b837869.jpg
Standing appartement à sacré coeur,"Sacré-Cœur, Dakar",100.0,650000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/84e5209b10d1aae4bbc1167be01710d7/-/horizon-files-prod/ed/picture/q8vm5p0r/fc4aff819eb19dfe27f6144414c36827c3683238.jpg
Studio meublé a louer place de l'indépendance,"Plateau, Dakar",70.0,850000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a2c3e626b7503131977235411f647da9/-/horizon-files-prod/ed/picture/qm50p0w6/9f7b57f4fab39d0f6948df85ff1de663d1d69330.jpg
Appartement f4 à louer a dakar plateau,"Plateau, Dakar",,1500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0273d6b841ea91b794c6ac65d309e2c2/-/horizon-files-prod/ed/picture/qngp6qqz/33ac5d364e6d753b246544c7596207e923c88e42.jpg
A louer appartement 2 chambres et salon à kounoune,"Kounoune, Dakar",110.0,125000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/efca182b8d49ef14edea005b9c999654/-/horizon-files-prod/ed/picture/q78wknzd/6f8c974ce3d160d2789249d4a707e6ccc050bbb7.jpg
Appartement neuf jamais habité a ouest foire,"Ouest Foire, Dakar",,350000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/01f722a096616ea5085d791a272703eb/-/horizon-files-prod/ed/picture/qm50p04w/c078b66a73eb23eaf72e2dc251267a76df7469a5.jpg
Appartements a louer a keur massar,"Keur Massar, Dakar",,275000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b1e41039730a46cdd0f5d475d02dea1c/-/horizon-files-prod/ed/picture/q78we0vj/6e507a7c9c568e72b5a324079d352929bc83b824.jpg
Studio a louer au cite mbakiyou faye mamelles,"Mamelles, Dakar",,275000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d47ea6291de4bf32a646aa079f30b011/-/horizon-files-prod/ed/picture/qkr75r7v/4fe701f10b84e7f6359a173011c48ef6560f6d7e.jpg
Joli et lumineux appartement f4 aux mamelles,"Mamelles, Dakar",,730000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ac2bbc3bb51d4ee22548cef0a60cae2a/-/horizon-files-prod/ed/picture/q78wdnkj/fd89662b41b149e505c1a323f7ae34eb85bd4958.jpg
Studio neuf à louer à yoff aéroport,"Yoff, Dakar",60.0,250000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ce88a135415fb31eb85b046c92107975/-/horizon-files-prod/ed/picture/qq42jqkj/9e5f2f82541015e1a0549ae323281e5771e337dd.jpg
Appartements à louer à zac mbao cité sonatel,"Zac Mbao, Dakar",,300000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2f768dbc3937fda344b8b6fb731921f9/-/horizon-files-prod/ed/picture/qwer2prp/24ac055e444d41d0cc2a72e8bd4b7885ca1c0398.jpg
Appartement à louer à zac mbao cité sonatel,"Zac Mbao, Dakar",,250000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b3155065ff59e12b2daf982f6ec13543/-/horizon-files-prod/ed/picture/q78j5wwn/5c11e31c493d78e4eae5206a719915adc4d6a4f8.jpg
Appartement à louer point e,"Point-E, Dakar",,1250000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5684842b0cf9495f2ee100b5a840bbf4/-/horizon-files-prod/ed/picture/q6xq620d/c05ddcd224994cb15a68aec14caf6c6ca006351c.jpg
Appartement neuf f4 à fann mermoz,"Fann, Dakar",,1500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6b786253c5e73d2d259ac6771623fba8/-/horizon-files-prod/ed/picture/q6xd98p7/53704cef5fe4c349de24a85fe4cd32611d1be6ed.jpg
Appartement a louer en ville ( av djily mbaye) vue sur mer,"Plateau, Dakar",260.0,1300000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c0a3c9365fe015f97ae123ee998d396c/-/horizon-files-prod/ed/picture/q9mjwk65/f3d70a6d2d9afbfcf6e85cba7f52c84295061a07.jpg
3 chambres + salon à louer,"Hann Bel-Air, Dakar",,350000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9f61c085958c08520d22205e979163bc/-/horizon-files-prod/ed/picture/qj46rj2g/8cda6c766fd025e16c9f90c3c56d9fd102b797a0.jpg
Appartements à louer aux almadies/ méridien,"Almadies, Dakar",,1850000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/701d6c89c1a8eec90a51493ae76837e5/-/horizon-files-prod/ed/picture/q44nzz04/d8b5104e8433eee4d4a2b126e90d7efd22456323.jpg
Bel appartement de grand standing sur la vdn,"Vdn, Dakar",,1200000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/878aa3abc3155c82af57e1120555d3e4/-/horizon-files-prod/ed/picture/qxj826qz/0a42800763f624eb45329e28d9edc3e2522843ea.jpg
A louer des luxueux appartements à yoff onomo,"Yoff, Dakar",,900000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5f4f02fedcc2f851ca81606b46879d70/-/horizon-files-prod/ed/picture/qkr8wg85/a57df52db3886ea5e44aa93d5c7bb7c3c1e3fd21.jpg
Ref 2570_gl_appartements à louer à mermoz,"Mermoz, Dakar",,850000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/96ef56421bc2264257f28d088de0d521/-/horizon-files-prod/ed/picture/q2jkrjwv/35d650c16f8a59ce2d3164cc56de7fb743f39bfc.jpg
Appartement f4 à louer à fann résidence,"Fann, Dakar",,1600000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/86befa5b663755ebbcab2b1ff9929cf0/-/horizon-files-prod/ed/picture/qkr7gr9v/8b3058169e328cb4d9a44256fc0ed118ceaf5aef.jpg
Bel appartement à ngor (derrière cosmetika),"Ngor, Dakar",,800000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/40f51c3188ee4d9fc1232b5bef2ac1ea/-/horizon-files-prod/ed/picture/q8v46gzn/bbe6d13b7ee4b4d5b0200423fb7a6cb8dc77a50a.jpg
Appartements neufs à louer aux almadies,"Almadies, Dakar",,350000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a57e60254a8d5466e6defb9ac72664ac/-/horizon-files-prod/ed/picture/qng9xgmk/23a7a8208a8556a0abd2daa3eed206af731a8f17.jpg
Studios a louer aux almadies,"Almadies, Dakar",,225000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a5d2140f32d53d90a5230a760b39b0c8/-/horizon-files-prod/ed/picture/qgqweve8/acae0bd0c12571d2e18934598f799808ac697ecf.jpg
"Appt neuf de 200 m2 à keur ndiaye lo, cité nouvel horizon","Keur Ndiaye Lô, Dakar",200.0,225000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8e3204be4086709f1074357273d6003e/-/horizon-files-prod/ed/picture/q4458495/7a6b593c6f964a8aaf1ecba76bfca6c296623d7c.jpg
Studio à louer au mariste,"Hann Maristes, Dakar",90.0,175000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8dbb865358ede78655ac0b7954208dce/-/horizon-files-prod/ed/picture/qv4demqw/5aa1be54e336ab6f685749f1e3dc9c2d8c6f4824.jpg
Appartement f5 à louer aux almadies,"Almadies, Dakar",300.0,1500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f662d7f6d49efd8a8ce520918dec792f/-/horizon-files-prod/ed/picture/qde9krw8/ec9a63a41b22bd2e8057505e7b03e405d94c5270.jpg
Appartement neuf au zone de recasement ngor-almadies,"Ngor, Dakar",,400000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/05488f3d12a46fd9c8eb8e71c6d824d4/-/horizon-files-prod/ed/picture/qwer2m2g/e684ae7ca83204df069173b35080023edac2cc74.jpg
Villa somptueuse à sotrac mermoz,"Mermoz, Dakar",540.0,3000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/bb698df90c545689a3bff4b9577ae14d/-/horizon-files-prod/ed/picture/qwerze86/1271a1a07279f3e064fbd8463e5f382924c1f13d.jpg
Appartement a louer,"Sacré-Cœur, Dakar",,450000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/cc1dffe40b21d7c031e30305aeac7f21/-/horizon-files-prod/ed/picture/q2j0p2ne/e702846947152b67752bff08dbfe61450b9be25a.jpg
Magnifique f2 avec de belles commodités,"Ouakam, Dakar",,1000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/cbcf4ac25bd2e674661a1b44edfe9aa2/-/horizon-files-prod/ed/picture/q6xq7xmn/84f890b5db5f2031f40ace3d39bb145dd7b2b8ee.jpg
Appartement f4 - haut standing,"Point-E, Dakar",207.0,1500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4c5ebce1bc53e8386425381e791697a2/-/horizon-files-prod/ed/picture/qxj86evq/49ff96dbbcabcd8f717b53b1ae9651049f55a64f.jpg
Appartement f4 - haut standing sotrac mermoz,"Mermoz, Dakar",157.0,1500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c2a11ce4620ba59b9964177e9678fc9e/-/horizon-files-prod/ed/picture/qzv845nx/5df860bab1bcf5a82acf3c670ff2b70932ebac4a.jpg
Bel appartement vue mer à fann hock,"Fann Hock, Dakar",,750000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e56496d279aed076fa9a63d0255ddb07/-/horizon-files-prod/ed/picture/qj46mqzd/406fc7313752a65bab4ec6a90283f98627ced9d4.jpg
Belle studio à camberene,"Cambérène, Dakar",100.0,160000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/74260c6cd8f5a5b0dd4f8b66a4f63727/-/horizon-files-prod/ed/picture/q9mk8pw7/aee0f234bc79eac4bb438386a17077b5f264870c.jpg
Ref_2820_pl appartement à louer en face du brt,"Parcelles Assainies, Dakar",,300000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/13292d91938ec0d40b5201003866360f/-/horizon-files-prod/ed/picture/qxj865gn/f99a4b48498e6496ce4b0c8589080e4b47660b85.jpg
Grand appatement de luxe au mariste,"Hann Maristes, Dakar",250.0,700000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/dc1ec87be499534459516e449c985054/-/horizon-files-prod/ed/picture/qj4rwvn6/0ebc68d81f7b6180eaa72d68203496ecd1beec91.jpg
2 chambres salon à louer à keur ndiaye lo,"Keur Ndiaye Lô, Dakar",,160000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8b4c77abdc8afb6ccba4fa50513f7678/-/horizon-files-prod/ed/picture/qxj86er4/81c5c025e59514475ebd09418c442c65f4070112.jpg
Appartement 3 chambres salon ouest foire,"Ouest Foire, Dakar",160.0,350000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/67462594092760e15a23a9b860b07a41/-/horizon-files-prod/ed/picture/q56p4eme/d4b051351d159dda21ec4f9fb3e6e0be4592376e.jpg
Appartement cosi ngor almadies,"Almadies, Dakar",180.0,1500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/663dff1d668d8b6c387c75bc4ea293fa/-/horizon-files-prod/ed/picture/qq42je2v/39febece80421de05be02cae0b0481055509e506.jpg
Appartement f2 ( studio) a louer à sipres zac mbao,"Zac Mbao, Dakar",100.0,125000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4fd82a7185bc899aeb2011ae96309bac/-/horizon-files-prod/ed/picture/qv4dp70m/b8a9385395f687ab42945402f5ebb87cf09b1157.jpg
Appartement avec vue directe sur mer,"Ouakam, Dakar",,2200000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/50e5c7d494ed816fd9c6e123b7e3dd9e/-/horizon-files-prod/ed/picture/qpdw82xm/d8c35310d430172b72a7daba52b1d196c01c25e3.jpg
Appartement à louer almadies,"Almadies, Dakar",350.0,1750000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/156b3bb8d6b0d1b7d0200f5cf910083a/-/horizon-files-prod/ed/picture/q8v4gn27/7f58f9c86881f505f099b273a7345c354fed9a27.jpg
